"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1FLOR0026","ORLANDO 4.8 NNW, FL US","28.5722484588623","-81.3958358764648","30.2","2024",,,,,,,,,,,,,"9.77"," ,N,1010, ",,,,,"61.54"," ,N",,,,,,,,
"US1FLCB0026","FORT WHITE 2.4 E, FL US","29.916637","-82.6751257","20.7","2024",,,,,,,,,,,,,"6.30"," ,N,0805, ",,,,,"51.85"," ,N",,,,,,,,
"US1FLLN0055","TALLAHASSEE 5.5 ENE, FL US","30.4779","-84.19283","36.3","2024",,,,,,,,,,,,,"8.54"," ,N,0411, ",,,,,"64.78"," ,N",,,,,,,,
"USW00092811","MIAMI BEACH, FL US","25.8063","-80.1334","2.4","2024",,,,,,,,,,,,,"7.20"," ,7,0612, ",,,,,"73.72"," ,7",,,,,,,,
"US1FLOR0034","OCOEE 1.4 N, FL US","28.592667","-81.5285","51.2","2024",,,,,,,,,,,,,"9.92"," ,N,1010, ",,,,,"63.52"," ,N",,,,,,,,
"USC00087826","ST AUGUSTINE WTP, FL US","29.87643","-81.3101","3.7","2024",,,"        0",,"         0","7",,,"0"," ,7,1231,+","0.0"," ,7,1231,+",,,,,,,,,"0.0"," ,7",,,,,,
"US1FLMN0023","MARATHON 6.8 ENE, FL US","24.74355","-80.9788","0.3","2024",,,,,,,,,,,,,"4.89"," ,N,0520, ",,,,,"55.85"," ,N",,,,,,,,
"US1FLPK0081","AUBURNDALE 3.1 WSW, FL US","28.05147","-81.8443","38.4","2024",,,,,,,,,,,,,"9.78"," ,N,1010, ",,,,,"65.02"," ,N",,,,,,,,
"US1FLOK0029","MARY ESTHER 0.6 E, FL US","30.4109","-86.6475","4.9","2024",,,,,,,,,,,,,"7.02"," ,N,0601, ",,,,,"82.86"," ,N",,,,,,,,
"US1FLOK0020","NICEVILLE 3.4 ESE, FL US","30.512333","-86.4305","24.1","2024",,,,,,,,,,,,,"3.50"," ,N,0912, ",,,,,"57.74"," ,N",,,,,,,,
"USC00083909","HIALEAH, FL US","25.82726","-80.28592","3.7","2024",,,,,,,,,,,,,"6.33"," ,7,0613, ",,,,,"69.55"," ,7",,,,,,,,
"US1FLPB0080","BOCA RATON 3.8 WSW, FL US","26.35442","-80.164432","4.6","2024",,,,,,,,,,,,,"3.80"," ,N,0613, ",,,,,"54.07"," ,N",,,,,,,,
"US1FLHB0029","TAMPA 6.5 NNE, FL US","28.03011","-82.40623","27.1","2024",,,,,,,,,,,,,"4.33"," ,N,0805, ",,,,,"59.59"," ,N",,,,,,,,
"US1FLPB0081","PALM BEACH SHORES 1.4 N, FL US","26.79701","-80.034979","1.5","2024",,,,,,,,,,,,,"3.38"," ,N,0613, ",,,,,"61.06"," ,N",,,,,,,,
"US1FLLN0025","TALLAHASSEE 3.5 N, FL US","30.508166","-84.283457","29.9","2024",,,,,,,,,,,,,"7.76"," ,N,0411, ",,,,,"69.60"," ,N",,,,,,,,
"USC00087851","SAINT LEO, FL US","28.33809","-82.26015","52.7","2024","3678",,"        0",,"         0","7","32","7,0121, ","0"," ,7,1231,+","0.0"," ,7,1231,+","11.93"," ,7,1009, ","97","7,0606, ","532","8","65.83"," ,7","0.0"," ,7","73.6","7","83.4","7","63.8","7"
"US1FLHB0140","GREATER NORTHDALE 1.2 S, FL US","28.086432","-82.515349","18.0","2024",,,,,,,,,,,,,"10.81"," ,N,1010, ",,,,,"73.07"," ,N",,,,,,,,
"US1FLPB0087","GOLDEN LAKES 2.4 SSW, FL US","26.6674136","-80.1785257","7.9","2024",,,,,,,,,,,,,"3.64"," ,N,1007, ",,,,,"65.87"," ,N",,,,,,,,
"USC00080414","BAHIA HONDA STATE PARK, FL US","24.65963","-81.27473","2.4","2024",,,,,,,,,,,,,"3.50"," ,7,1013, ",,,"14","0","45.14"," ,7",,,,,,,,
"USC00086761","PALM BAY, FL US","27.91527","-80.64573","8.2","2024",,,,,,,,,,,,,,,,,"331","2",,,,,,,,,,
"USC00088824","TARPON SPGS SEWAGE PLANT, FL US","28.15225","-82.7538","1.8","2024","3914",,"        0",,"         0","7","35","7,0121, ","0"," ,7,1231,+","0.0"," ,7,1231,+","6.45"," ,7,1009, ","95","7,0905,+","531","8","61.15"," ,7","0.0"," ,7","74.5","7","83.2","7","65.7","7"
"US1FLDV0122","JACKSONVILLE BEACH 1.7 NW, FL US","30.29528","-81.40079","6.1","2024",,,,,,,,,,,,,"3.19"," ,N,0806, ",,,,,"45.91"," ,N",,,,,,,,
"USC00082046","CURRY HAMMOCK STATE PARK, FL US","24.74257","-80.98193","1.2","2024","5337",,,,,,"54","7,0104,+",,,,,"6.90"," ,7,1230, ","96","7,0811, ","18","9","70.04"," ,7",,,"79.5","7","85.2","7","73.8","7"
"USC00086767","PALM COAST 6 NE, FL US","29.6319","-81.2061","1.5","2024",,,"        0",,"         0","7",,,"0"," ,7,1231,+","0.0"," ,7,1231,+",,,,,,,,,"0.0"," ,7",,,,,,
"USC00086764","PALM BEACH GARDENS, FL US","26.8261","-80.1488","6.1","2024",,,,,,,,,,,,,,,,,"180","2",,,,,,,,,,
"US1FLDV0003","JACKSONVILLE 5.9 SW, FL US","30.276483","-81.730413","7.0","2024",,,,,,,,,,,,,"3.57"," ,N,0905, ",,,,,"57.10"," ,N",,,,,,,,
"USC00088942","TITUSVILLE, FL US","28.6244","-80.8169","4.9","2024","3639",,,,,,"38","7,0122,+",,,,,"7.10"," ,7,1010, ","98","7,0609, ","472","1","65.71"," ,7",,,"73.5","7","80.8","7","66.3","7"
"US1FLVL0009","DE LAND 5.7 NW, FL US","29.09954","-81.356858","21.0","2024",,,,,,,,,,,,,"10.78"," ,N,1010, ",,,,,"61.39"," ,N",,,,,,,,
"USR0000FOAS","OASIS FLORIDA, FL US","25.85","-81.03","2.4","2024","4879",,,,,,"46","U,1204, ",,,,,,,"101","U,0814,+","64","7",,,,,"78.1","U","87.6","U","68.5","U"
"US1FLCR0053","NAPLES 16.6 ENE, FL US","26.26395","-81.56185","7.6","2024",,,,,,,,,,,,,"5.43"," ,N,0613, ",,,,,"66.22"," ,N",,,,,,,,
"US1FLOR0062","OAKLAND 2.6 SSE, FL US","28.523731","-81.608362","37.8","2024",,,,,,,,,,,,,"10.48"," ,N,1010, ",,,,,"49.13"," ,N",,,,,,,,
"US1FLVL0003","DE LAND 4.5 NW, FL US","29.087","-81.344","28.0","2024",,,,,,,,,,,,,"3.32"," ,N,0915, ",,,,,"46.28"," ,N",,,,,,,,
"US1FLCR0059","NAPLES 11.8 ENE, FL US","26.22706","-81.62801","8.8","2024",,,,,,,,,,,,,"5.46"," ,N,0614, ",,,,,"94.68"," ,N",,,,,,,,
"US1FLST0009","LADY LAKE 4.3 SSW, FL US","28.869917","-81.954389","20.1","2024",,,,,,,,,,,,,"11.71"," ,N,1010, ",,,,,"65.20"," ,N",,,,,,,,
"US1FLST0026","THE VILLAGES 2.8 ESE, FL US","28.903275","-81.965788","22.3","2024",,,,,,,,,,,,,"8.50"," ,N,1010, ",,,,,"69.00"," ,N",,,,,,,,
"US1FLES0024","PENSACOLA 18.9 WSW, FL US","30.312955","-87.467244","4.0","2024",,,,,,,,,,,,,"3.06"," ,N,0514, ",,,,,"57.50"," ,N",,,,,,,,
"US1FLSL0050","PORT ST. LUCIE 1.8 SW, FL US","27.26259","-80.37666","10.1","2024",,,,,,,,,,,,,"4.69"," ,N,1218, ",,,,,"67.18"," ,N",,,,,,,,
"USC00082150","DAYTONA BEACH, FL US","29.1966","-81.0084","8.8","2024","3249",,,,,,"37","7,1204, ",,,,,"11.11"," ,7,1010, ","97","7,0821, ","495","0","52.39"," ,7",,,"72.4","7","78.6","7","66.3","7"
"US1FLMA0029","LAKEWOOD RANCH 3.5 E, FL US","27.413209","-82.368345","11.9","2024",,,,,,,,,,,,,"5.80"," ,N,1010, ",,,,,"69.02"," ,N",,,,,,,,
"USC00084571","KEY WEST WEATHER FORECAST OFFICE, FL US","24.55338","-81.78807","1.2","2024","5044",,,,,,"53","7,0101, ",,,,,"2.61"," ,7,0520, ","95","7,0720, ","26","5","50.42"," ,7",,,"78.7","7","83.9","7","73.5","7"
"USC00086078","NAPLES, FL US","26.1653","-81.6843","12.2","2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLPB0098","ROYAL PALM BEACH 6.9 WNW, FL US","26.74734","-80.3282","6.1","2024",,,,,,,,,,,,,"8.91"," ,N,0613, ",,,,,"61.42"," ,N",,,,,,,,
"US1FLHB0033","BLOOMINGDALE 7.6 ESE, FL US","27.828269","-82.148655","32.0","2024",,,,,,,,,,,,,"10.67"," ,N,0805, ",,,,,"68.73"," ,N",,,,,,,,
"US1FLHB0154","SEFFNER 0.4 ESE, FL US","27.9942","-82.269","15.5","2024",,,,,,,,,,,,,"9.37"," ,N,1010, ",,,,,"67.42"," ,N",,,,,,,,
"USC00086634","ORLANDO WEST, FL US","28.5082","-81.5467","45.7","2024","3607",,,,,,"37","7,0122,+",,,,,"6.39"," ,7,1010, ","98","7,0610, ","525","9","61.46"," ,7",,,"73.4","7","83.2","7","63.7","7"
"US1FLHB0156","CARROLLWOOD 0.7 NNE, FL US","28.058998","-82.48711","18.0","2024",,,,,,,,,,,,,"3.95"," ,N,0805, ",,,,,"59.66"," ,N",,,,,,,,
"USC00085667","MIAMI NWSFO, FL US","25.7553","-80.3836","4.3","2024",,,,,,,,,,,,,"4.86"," ,7,0613, ",,,,,"65.85"," ,7",,,,,,,,
"US1FLHY0003","LA BELLE 2.3 WNW, FL US","26.763904","-81.474755","4.9","2024",,,,,,,,,,,,,"5.05"," ,N,0613, ",,,,,"61.45"," ,N",,,,,,,,
"US1FLOR0055","ORLANDO 6.8 W, FL US","28.529951","-81.487441","38.4","2024",,,,,,,,,,,,,"7.08"," ,N,1010, ",,,,,"51.41"," ,N",,,,,,,,
"USC00086999","PENSACOLA 7 NNE, FL US","30.5301","-87.19847","34.7","2024","2997",,,,,,"18","7,0117, ",,,,,"2.65"," ,7,1119, ","97","7,0818, ",,,"57.15"," ,7",,,"69.8","7","78.7","7","60.9","7"
"US1FLSW0001","LIVE OAK 0.4 NE, FL US","30.298514","-82.981809","32.9","2024",,,,,,,,,,,,,"4.39"," ,N,0624, ",,,,,"54.09"," ,N",,,,,,,,
"US1FLBV0052","INDIALANTIC 3.3 NNW, FL US","28.132907","-80.585547","3.4","2024",,,,,,,,,,,,,"4.19"," ,N,1006, ",,,,,"61.69"," ,N",,,,,,,,
"US1FLST0035","OXFORD 0.8 SW, FL US","28.920742","-82.04577","28.0","2024",,,,,,,,,,,,,"9.14"," ,N,1010, ",,,,,"62.66"," ,N",,,,,,,,
"US1FLMT0031","PALM CITY 1.4 NW, FL US","27.175463","-80.284975","3.7","2024",,,,,,,,,,,,,"5.85"," ,N,0613, ",,,,,"67.43"," ,N",,,,,,,,
"US1FLCH0039","GROVE CITY 2.8 NE, FL US","26.930229","-82.285098","4.0","2024",,,,,,,,,,,,,"4.33"," ,N,0623, ",,,,,"67.28"," ,N",,,,,,,,
"US1FLCH0035","NORTH PORT 1.2 SSE, FL US","27.03233","-82.190153","17.4","2024",,,,,,,,,,,,,"3.45"," ,N,0822, ",,,,,"72.56"," ,N",,,,,,,,
"USC00083153","FORT GREEN 12 WSW, FL US","27.57264","-82.1393","34.1","2024","4086",,"        0",,"         0","7","34","7,0120, ","0"," ,7,1231,+","0.0"," ,7,1231,+","10.62"," ,7,0804, ","99","7,0911,+","507","9","62.80"," ,7","0.0"," ,7","75.1","7","85.9","7","64.3","7"
"US1FLES0054","PENSACOLA 6.4 N, FL US","30.5366","-87.207","34.7","2024",,,,,,,,,,,,,"4.13"," ,N,0514, ",,,,,"63.43"," ,N",,,,,,,,
"USR0000FNAV","NAVAL LIVE OAKS FLORIDA, FL US","30.3664","-87.1375","4.6","2024","3059",,,,,,"22","U,0117, ",,,,,,,"107","U,0705, ",,,,,,,"69.5","U","77.3","U","61.6","U"
"US1FLHB0001","PLANT CITY 6.5 NW, FL US","28.066173","-82.209836","39.3","2024",,,,,,,,,,,,,"5.78"," ,N,0805, ",,,,,"55.24"," ,N",,,,,,,,
"USC00084366","JACKSONVILLE BEACH, FL US","30.2875","-81.3927","3.0","2024","3477",,"        0",,"         0","7","31","7,0117, ","0"," ,7,1231,+","0.0"," ,7,1231,+","2.87"," ,7,0806, ","98","7,0611,+",,,"50.51"," ,7","0.0"," ,7","72.4","7","79.7","7","65.1","7"
"US1FLHB0004","VALRICO 2.2 SE, FL US","27.9125","-82.2261","32.9","2024",,,,,"         0","N",,,,,"0.0"," ,N,1231,+","10.57"," ,N,1010, ",,,,,"73.41"," ,N","0.0"," ,N",,,,,,
"US1FLLE0006","BUCKINGHAM 1.7 SE, FL US","26.658553","-81.713763","13.1","2024",,,,,,,,,,,,,"5.72"," ,N,0614, ",,,,,"83.83"," ,N",,,,,,,,
"US1FLCR0071","NAPLES MANOR 2.3 ENE, FL US","26.079146","-81.685906","5.2","2024",,,,,,,,,,,,,,,,,,,"74.87"," ,N",,,,,,,,
"US1FLBY0022","PANAMA CITY BEACH 4.4 ESE, FL US","30.1807529","-85.7869488","5.8","2024",,,,,,,,,,,,,"4.22"," ,N,0514, ",,,,,"63.40"," ,N",,,,,,,,
"US1FLBY0024","PANAMA CITY 1.9 SE, FL US","30.15108","-85.65493","8.2","2024",,,,,,,,,,,,,"4.02"," ,N,0411, ",,,,,"62.76"," ,N",,,,,,,,
"USC00084802","LAKELAND 2, FL US","27.99437","-82.01378","42.4","2024","4200",,"        0",,"         0","7","36","7,0121, ","0"," ,7,1231,+","0.0"," ,7,1231,+","8.93"," ,7,1010, ","100","7,0606, ","348","5","73.21"," ,7","0.0"," ,7","75.4","7","85.4","7","65.4","7"
"US1FLBY0025","PANAMA CITY BEACH 0.8 SE, FL US","30.201578","-85.843619","11.3","2024",,,,,,,,,,,,,"4.07"," ,N,0514, ",,,,,"55.93"," ,N",,,,,,,,
"US1FLPN0071","PALM HARBOR 1.0 S, FL US","28.07288","-82.76536","8.5","2024",,,,,,,,,,,,,"11.30"," ,N,1010, ",,,,,"68.96"," ,N",,,,,,,,
"US1FLVL0103","ORANGE CITY 1.4 ENE, FL US","28.9459","-81.2732","20.1","2024",,,,,,,,,,,,,"12.00"," ,N,1010, ",,,,,"71.60"," ,N",,,,,,,,
"US1FLCH0044","PORT CHARLOTTE 9.5 SW, FL US","26.87552","-82.202125","2.7","2024",,,,,,,,,,,,,"4.35"," ,N,0805, ",,,,,"70.56"," ,N",,,,,,,,
"USR0000FOCH","OCHOPEE FLORIDA, FL US","25.9167","-81.2833","2.1","2024","4672",,,,,,"43","U,1204, ",,,,,,,"97","U,0814,+","93","5",,,,,"77.4","U","86.0","U","68.8","U"
"US1FLPN0077","SEMINOLE 3.3 WNW, FL US","27.8618","-82.83478","9.1","2024",,,,,,,,,,,,,"12.00"," ,N,1010, ",,,,,"65.23"," ,N",,,,,,,,
"US1FLVL0105","PIERSON 1.0 ENE, FL US","29.24102","-81.44502","14.6","2024",,,,,,,,,,,,,"10.20"," ,N,1010, ",,,,,"63.89"," ,N",,,,,,,,
"US1FLHB0017","SUN CITY CENTER 1.0 NE, FL US","27.7305","-82.3384","21.0","2024",,,,,,,,,,,,,"10.61"," ,N,0805, ",,,,,"70.72"," ,N",,,,,,,,
"US1FLMA0006","ELLENTON 6.6 E, FL US","27.54","-82.422","10.1","2024",,,,,,,,,,,,,"12.50"," ,N,0805, ",,,,,"70.17"," ,N",,,,,,,,
"USC00086092","NETTLES ISLAND, FL US","27.28768","-80.22144","3.0","2024",,,,,,,,,,,,,"4.54"," ,7,0613, ",,,,,"61.12"," ,7",,,,,,,,
"US1FLPS0081","DADE CITY 5.1 W, FL US","28.349121","-82.27753","55.5","2024",,,,,,,,,,,,,"12.04"," ,N,1010, ",,,,,"68.68"," ,N",,,,,,,,
"USC00089120","USHER TOWER, FL US","29.40807","-82.8188","10.1","2024","3111",,"        0",,"         0","7","28","7,1204, ","0"," ,7,1231,+","0.0"," ,7,1231,+","8.02"," ,7,0805, ","97","7,0815,+","1004","7","51.70"," ,7","0.0"," ,7","70.7","7","81.6","7","59.8","7"
"USC00087982","SANFORD, FL US","28.8147","-81.2778","3.7","2024","3784",,,,,,"38","7,0121, ",,,,,"9.20"," ,7,1010, ","100","7,0607, ","443","3","57.50"," ,7",,,"74.0","7","83.0","7","65.1","7"
"US1FLHB0010","TAMPA 5.1 S, FL US","27.885885","-82.489524","2.1","2024",,,,,,,,,,,,,"6.01"," ,N,0805, ",,,,,"62.53"," ,N",,,,,,,,
"USC00082298","DEVILS GARDEN, FL US","26.66388","-81.08998","7.9","2024",,,,,,,,,,,,,"5.83"," ,7,0612, ",,,,,"54.02"," ,7",,,,,,,,
"USC00086414","OCALA, FL US","29.1638","-82.0777","22.9","2024",,,"        0",,"         0","7",,,"0"," ,7,1231,+","0.0"," ,7,1231,+",,,,,"626","6","57.01"," ,7","0.0"," ,7",,,,,,
"USC00086657","ORTONA LOCK 2, FL US","26.7897","-81.3044","6.1","2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00081641","CLERMONT 9 S, FL US","28.4558","-81.7234","39.6","2024",,,,,,,,,,,,,"5.86"," ,7,1010, ",,,,,"53.93"," ,7",,,,,,,,
"USW00012818","BROOKSVILLE HERNANDO CO AIRPORT, FL US","28.47388","-82.45374","19.7","2024","3548",,"        0",,"         0","D","27","W,1202, ","0"," ,D,1231,+","0.0"," ,D,1231,+","6.49"," ,W,1009, ","99","W,0530, ","674","7","62.10"," ,W","0.0"," ,D","72.7","W","84.5","W","60.9","W"
"US1FLBK0007","MACCLENNY 4.9 SSW, FL US","30.216118","-82.160629","40.2","2024",,,,,,,,,,,,,"4.36"," ,N,0806, ",,,,,"53.96"," ,N",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2024","4042",,"        0",,"         0","W","38","W,0121, ","0"," ,W,1231,+","0.0"," ,W,1231,+","3.79"," ,W,1009, ","99","W,0606, ","347","7","40.44"," ,W","0.0"," ,W","75.0","W","84.7","W","65.3","W"
"US1FLBK0006","GLEN ST. MARY 1.7 N, FL US","30.298508","-82.16236","36.3","2024",,,,,,,,,,,,,"3.43"," ,N,0812, ",,,,,"53.33"," ,N",,,,,,,,
"USW00012816","GAINESVILLE REGIONAL AIRPORT, FL US","29.6917","-82.27603","40.7","2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLAL0062","MELROSE 1.7 W, FL US","29.709135","-82.066162","46.9","2024",,,,,,,,,,,,,"4.90"," ,N,0805, ",,,,,"53.35"," ,N",,,,,,,,
"USW00012812","PUNTA GORDA CHARLOTTE CO AIRPORT, FL US","26.91847","-81.99391","6.1","2024","4591",,"        0",,"         0","D","40","W,1204, ","0"," ,D,1231,+","0.0"," ,D,1231,+","2.77"," ,W,0804, ","101","W,0605,+","197","7","50.86"," ,W","0.0"," ,D","76.9","W","87.1","W","66.8","W"
"US1FLPN0060","ST. PETERSBURG 4.5 NW, FL US","27.80193","-82.69669","15.5","2024",,,,,,,,,,,,,"3.35"," ,N,0904, ",,,,,"77.46"," ,N",,,,,,,,
"US1FLMT0039","PALM CITY 0.9 SW, FL US","27.151419","-80.279563","8.2","2024",,,,,,,,,,,,,"6.22"," ,N,0613, ",,,,,"65.00"," ,N",,,,,,,,
"US1FLHL0043","SEBRING 7.9 ESE, FL US","27.4415","-81.33767","26.2","2024",,,,,,,,,,,,,"2.80"," ,N,0729, ",,,,,"40.06"," ,N",,,,,,,,
"US1FLMT0037","STUART 5.9 SSE, FL US","27.120823","-80.195424","4.6","2024",,,,,"         0","N",,,,,"0.0"," ,N,1231,+","5.06"," ,N,0613, ",,,,,"47.95"," ,N","0.0"," ,N",,,,,,
"US1FLBK0005","GLEN ST. MARY 4.4 SW, FL US","30.237","-82.2189","39.0","2024",,,,,,,,,,,,,,,,,,,"62.14"," ,N",,,,,,,,
"US1FLMT0036","JENSEN BEACH 1.4 N, FL US","27.255964","-80.235149","5.8","2024",,,,,,,,,,,,,"5.06"," ,N,1008,+",,,,,"63.60"," ,N",,,,,,,,
"USW00012819","LEESBURG MUNICIPAL AIRPORT, FL US","28.82143","-81.80963","20.8","2024","3831",,"        0",,"         0","D","34","W,0121, ","0"," ,D,1231,+","0.0"," ,D,1231,+","4.79"," ,W,1009, ","98","W,0609,+","542","2","52.42"," ,W","0.0"," ,D","73.9","W","83.3","W","64.6","W"
